,TG,TPO,DIO1,DIO2,TSHR,SLC5A5,SLC26A4,NKX2-1,FOXE1,PAX8,BRAF,RET,NRAS,HRAS,KRAS,PIK3CA,PTEN,TP53,AKT1,MAPK1,MAP2K1,CTNNB1,TERT,GALECTIN3,HBME1,CITED1,TFF3,KRT19,KRT7,KRT8,KRT18,PPARG,E-cadherin,CDH1,FN1,VIM,ZEB1,ZEB2,SNAI1,SNAI2,TWIST1,CDH2,PDCD1,CD274,PDCD1LG2,CTLA4,CD8A,PTPRC,MKI67,PCNA,TOP2A,CCNB1,CCND1,AURKA,VEGFA,VEGFB,KDR,FLT1,STAT3,IL6,SLC2A1,SLC2A3,HK1,HK2,BCL2,BAX,CASP3,CASP9
TCGA-THCA-040,10.453806254481925,10.921671475184397,9.921485965097574,11.23853725320165,9.650103188824634,9.955527438610037,7.518394978399593,10.030710577729309,8.464963768234131,10.74131411085206,7.2359039248268395,7.330666414455059,6.997812875132396,7.269568900862339,8.63482507611843,5.509753074771936,8.52157230887055,7.770418784881366,6.534382681714227,6.6397500855606095,8.841114421766562,6.743594496045815,6.577319591523232,8.409851633891783,7.770842301028732,6.749659538770881,7.673299980323695,6.679397853087778,8.380657118738084,8.349096771898507,7.925604959057554,7.789328848997613,8.9089504998939,7.49974906191058,6.554500699663359,7.859579130265845,7.846981062050303,5.237881828546607,5.687256677729066,6.971777058805605,5.819425686358799,5.50807350311319,8.397486284984376,9.356032577613808,7.656905167219126,6.7767453682112,6.26083157995722,7.706380784976945,8.383101874653006,7.8801341971963055,7.498076927264917,7.028582678568555,6.626269093825528,8.167801061059906,8.231017297108469,6.263416170647414,8.771871182544547,7.959256976715201,8.619675716116635,6.426297801211907,6.4073406756676485,7.380824552186162,7.902227541516155,8.93708865834157,8.064863131052105,7.305854978550373,6.678904633867286,8.48400045817532
TCGA-THCA-041,9.29943324108074,9.200786001179313,8.79815865743075,9.588754875611542,9.693908551904496,11.513649686799802,10.215513619507277,10.08671864615437,10.10725731970727,8.96669994070351,7.438045231419205,6.5437649891206044,8.66074203862337,8.945757314910308,6.153873044701851,6.680777127290896,7.276151726098395,6.7283697640718465,7.904772442764692,6.917382238074709,9.232044854245283,8.452438875474877,7.670059224505772,8.321589010655785,8.384720339485847,7.048842009553406,6.847026204366428,7.562514450375718,8.189308899598355,7.611248318922734,6.238402814247202,6.857740444839326,7.4408217091244975,7.439467516539335,9.078033741431847,6.391209646080801,6.790963678707761,7.103475842020076,7.773503437007764,5.860718830955326,6.350848752292542,5.979220207345838,7.656385385242633,7.420923839008555,7.848780311600037,5.474203131824252,8.045655592050105,7.600942322929574,7.322020082577388,9.137489756575647,6.960052784967559,7.177539208747976,9.093242641763787,6.834350956120114,7.059907773650769,7.38237966125532,8.172587585703639,7.66624200588265,6.4658997222781895,7.074265149498248,7.014116453430231,7.438223163821563,7.840674926903863,7.834564604710378,6.079190596761278,8.351152790048685,7.702055076797299,8.607625638075126
TCGA-THCA-042,11.412342121649186,8.213374937283678,10.12817797056409,9.593742156581264,9.29206153290271,9.881304436426792,9.757642868796875,7.3874822827442514,9.649248658530855,7.804878480357113,5.156441047998186,9.14237761960133,8.371015723373338,7.198959420060003,7.515055239792479,6.56267652214595,8.856578302248693,9.01783095581849,7.625354982597219,8.318824515348275,7.640229423147139,6.430619648899255,7.170541304829074,7.605542373417566,7.1363618250052445,7.325077378051971,7.426880353992709,7.435297201707631,7.541806792397987,6.65151594688272,6.926387080697651,6.472332587440024,8.28225243974896,5.81548244652774,8.42287227465354,8.609079517810274,6.047954971470865,3.4287404202678777,5.885486160443784,6.300816660291636,5.250902742752274,4.96745338350434,8.72415615909068,8.031941729841392,6.76034870849752,6.221920664323655,7.238386145912183,7.329234576519649,7.896959349890653,7.071746629945872,7.909199660289489,9.048123232048184,8.15240081795541,7.461529194135382,7.353479623157364,7.214661492656103,8.444512729961716,6.998149243238958,7.536178167199986,7.540958321504868,7.0985726457507745,6.402027561692719,7.758379602894134,7.451196822515693,7.900192375549256,7.073119754848666,8.476657039050439,6.798580975030524
TCGA-THCA-043,8.047964783221662,9.662518738925105,11.366017828056815,11.372423744853482,9.505287277081774,8.649203112254092,12.201580849340289,10.775895322878098,10.434222590975516,8.454628430016287,7.46077652732957,7.371711935164136,7.7646810436924625,8.660801150505069,8.203533632909922,6.638099138412193,8.60119716001563,7.750505712010524,8.049652636687133,8.673232687422882,6.610735800389159,7.4713395370348294,7.074836358912628,6.245712459707635,7.777367982083936,9.50924524126754,6.027937804395398,7.474175511160424,8.012434348059818,7.598462561324945,7.409497557987407,6.460626909243341,7.6862293943521305,6.894588818387259,5.748062636017157,8.455673776410984,7.000664539740126,5.716733338705882,6.588132614030021,6.98401854054403,6.169263502100797,6.689802263257035,7.26201423930092,8.549586990859158,7.756628580746147,7.655241554884699,6.483951129030374,7.729564683441367,6.834436066004439,6.989373818777205,6.847699497347103,6.64701205448062,9.19981712241357,8.565071249590723,9.036294001715408,6.5216839843555485,7.557002999928714,6.4651938998367235,6.943444098242349,6.76549841326674,8.491667205153249,7.183016257518592,8.354703466955213,7.983296711670814,9.34291100168383,6.316444621488221,8.50738659182944,8.417152696320581
TCGA-THCA-044,9.29695230779549,10.119890896891874,10.643631963059487,11.202317428515988,9.512904295540155,9.347408282283439,11.698405247840995,10.348105405548086,9.039407807814655,9.705326703493146,5.917419800500152,7.5375479216482955,9.018213613396782,6.741685826184811,6.832541563606735,8.111223825258287,6.265758787832283,6.993795976091969,7.977152910065402,6.9925713218484775,7.311224010231223,8.095348568252028,7.837236866829249,7.7134547170363215,7.228702176583969,7.796048892215165,7.401013855920195,7.8662444879406275,7.102454379905617,7.353944820496367,6.708033765958389,7.471993911995011,6.851199309096924,6.608762839870405,7.70692891828431,7.670191820686128,6.4662912145472236,5.4032589929844,5.960983863943128,6.123427566205463,6.094159946243382,5.434003073116519,7.619490785816951,7.791312236843729,7.505742773526354,5.830817873303133,7.628391699178784,9.270024831517794,7.2119685849944135,6.917538321715743,7.798678847769119,7.749902568373257,8.454188132333131,6.49370547527289,8.085104202059995,7.972337649001171,7.386282770447563,7.770949854337352,8.323565985278686,8.19785230402276,6.585584550341017,8.156126549404387,7.448249115973986,7.558299278412412,7.558557592801356,7.379805608961392,8.453365997685651,7.43302563212063
TCGA-THCA-045,9.655483927991028,10.274892634226187,10.25881944423373,10.473577405346093,11.184488945238064,10.885632977705292,9.267855691582232,8.581678017770372,8.996698206620213,9.366238575811213,7.080346388986359,8.581762143093716,7.8392534892147605,7.5315576385925915,6.351272380905177,6.4473473468579945,7.724807400225445,5.793923499076131,8.310109927715258,7.373476924502143,10.094474375675787,9.346333000492889,7.354840744601987,7.414930397974948,8.296465211201625,8.86253808793443,6.189576754051187,6.07089962771625,7.002372155556495,7.966190066539092,7.897498872406078,8.35581716398708,6.540241977307753,5.6470849096248985,8.186411356241717,6.837442981627812,4.916530274415517,5.974588282642044,7.183884014076447,6.270887443682707,6.2563976937775685,5.898331122120543,7.203533790079374,6.421562310447866,6.928255458407655,7.917023924011051,7.7573428331012,7.634447844773456,6.703881214517296,7.354797470291467,5.758347962845717,7.642781331108312,8.643086166250853,6.320694294366316,7.031257861345796,7.763285422968104,8.502274107541988,7.141420306959881,6.946199736587283,5.924861486067133,7.582750503446485,9.133660832114995,7.721886769571741,7.48217681665303,7.7576658486135885,7.491126396841119,6.849588502191896,8.158623932542165
TCGA-THCA-046,9.804773272242947,9.022067122188552,8.903606640730137,9.309040421072263,11.019527421727958,9.005980046231985,9.570333688736282,8.71615144098436,8.946955593120624,10.838297050732052,7.968932640314227,7.170068945426816,7.705759176284742,7.307467860375829,7.506304147755783,7.239511158281197,7.368531835291687,7.66967468245934,6.705313040334439,6.687296938408017,6.389165956935031,6.219783116397032,6.5261738462236165,7.627570005443303,6.785769987606493,7.910891571384877,7.527770999002049,5.925196629249557,8.023980467377353,8.148638916473368,6.704909860132117,7.836153234315994,6.814801410072641,7.5781363013986685,6.488401274436027,6.065514837972339,5.910943347832408,5.959633948333239,5.81744105668188,5.289577105137854,5.6821942459392565,6.280118675634994,7.46408557590197,7.646000824479371,6.963907839636613,8.437374331772928,6.559061330756175,7.890048237669375,8.445512874367969,7.884726474199116,7.337980618348136,7.077362362669617,8.328870120837005,6.361620059790662,6.723900591696285,7.181953787606623,8.490123006009599,7.803814108832717,6.725563393191804,7.251753835692077,7.008541484722964,6.932168806213172,8.283111646845423,6.402605496589196,8.787024684587498,8.162583752147698,8.372689336482958,7.129648390379794
TCGA-THCA-047,10.146265677884097,9.797654029811465,10.285662733933947,11.517049817505551,10.736662236624381,10.130505873189078,8.213102796268752,9.239924777056896,8.811681904186209,8.933571145799872,6.908502874032771,8.453519467530858,8.260012662935717,7.69440377764352,6.273839552088055,7.342975478889651,7.741360007121388,7.640428983662878,6.024965133215403,6.787745721584103,7.448737788681027,7.929032727613752,5.7430977431200425,7.370300819616113,7.614439015903162,8.17968959081297,8.054286067389949,7.966057055047044,6.860047594638453,5.973598290301354,7.1855577943508795,8.301305460166848,8.614763622019545,8.068439281838229,7.843472658241388,7.803711718708772,5.734197288607698,6.613043075397935,7.458921844168406,4.971911475761278,7.130534061682917,5.61392160206318,8.560345687276063,6.374547992401969,7.968723360931719,6.910583891241902,6.36778624646065,7.674827233928757,8.307577430876774,6.824046849125203,6.300787231633279,7.426524188532036,7.430051736978255,7.938655702043599,8.259675657091591,7.452467854982005,8.98440265183541,7.679387795628234,7.2228587951944805,6.210746112717738,7.289872383747066,7.2308904436710915,8.268243837025176,7.869986899253483,6.556504702693906,7.63780350912883,8.037224937383243,8.722425087510267
TCGA-THCA-048,9.535588463744427,9.324859409603816,10.153389170864967,9.288528929957764,12.832245680744636,9.74456444824165,8.10955999216951,9.4026866344884,9.086323104062078,9.14927969851129,8.393467020423964,7.649132935795237,6.9146946088731776,9.012352548124626,7.539446665216178,8.115071740775118,7.013418794044193,7.790492502195619,7.748887992914556,5.988280566323078,9.112220088368513,8.532515568738038,7.18224374708321,6.6181842076353155,7.778049291042842,7.569358159531517,7.784535158850583,7.653261916955271,7.904992791444741,8.657844559513446,7.954482564102917,6.660275600872047,8.590050282169962,8.81249165079063,10.021645387609668,6.6012047734083215,6.428652523959554,4.412261079679064,5.962957891474465,5.320801223881146,7.28008958229387,5.805176140722928,6.148653569626191,7.122989007437984,5.91960978302629,8.100879563605847,5.847933562994943,7.522766064946527,5.837750544115043,7.243761756370686,8.814702524643627,7.788518313148636,6.8092051160280525,7.4750372088487325,7.514413497635557,7.8781042766747245,6.406513309375339,7.974053819077865,5.336486694717779,6.996092358108951,7.109380926038765,8.006661460856991,7.518104682141495,6.3755495569149705,6.712005499346388,7.658944007637926,7.436746126508355,7.0367007122914025
TCGA-THCA-049,8.328966080034236,7.3393185510014405,10.028031789340366,11.208458143400925,10.382237423935079,9.944351118894748,9.335038520207329,9.627183258853666,9.563630817024345,10.228623669651915,6.207290570071621,7.739718150269878,8.245947896763735,7.167919768829305,8.060560489696467,9.751723555578042,7.416525765610486,7.814645640004259,6.909554333070886,7.645000930081641,7.868217299985843,7.655873872216111,6.684243744232915,7.6650894170603605,8.66975675097411,7.858908611611622,8.269589751257472,7.310390423989897,8.099920191538969,7.723414270573221,6.739271416250214,7.754816803839099,6.706642669247752,6.993695780092167,7.6514626458339,7.737795418704099,4.704804984695677,7.076400062400074,5.98996826729131,5.895355674434306,4.28103952350682,5.995879011920447,7.143245028911072,7.590512365642418,7.209506671075546,5.8940345114039925,7.189322449359073,7.25550471114535,8.006928819819247,6.94144026031116,8.842939738698053,5.970687559478594,8.548933998242099,7.320544823297516,8.187667897874846,7.563841187246987,8.411644428820376,7.190110428357751,6.62110365985775,8.63640342981685,7.409215483294287,7.677246778899368,8.487801531235837,6.6744358063244515,7.976392718111406,7.028084194829687,7.394264515484503,7.557823172307431
TCGA-THCA-050,9.56646171597893,8.667729761827209,10.810702119448223,8.810133057040572,9.30557027089349,9.858589720813272,10.464132715933196,9.797858087097893,10.38818921969495,7.410388453655946,6.795396728317816,8.93898001468105,6.911839172189403,8.824966601645837,7.305551040895307,7.501830348914803,8.356292128183943,8.517513937550925,7.41134995177673,7.189405557182769,7.4552636411822295,7.770366022585694,8.213042949495804,7.503383887195321,7.995109038418523,8.810687785816754,7.805047689811827,7.749322284803823,6.284871339927946,5.395415890536749,7.8107005833841345,7.424140614975302,7.088173860068206,7.694824163349075,7.451677016642473,8.402224200507119,6.784967655665884,5.55122482354691,6.462942934904319,6.295989549524716,7.323519048845973,5.446717613179997,6.980138491602051,7.567334584148557,7.510262914834948,7.883861628293467,7.285083397352206,6.030912172983682,7.153780893129289,8.135054773715053,7.2620991366055145,7.302893277988361,8.28910120472475,6.930421418192862,6.26575742540568,7.371495104379605,7.11266083900101,6.727002944197396,7.359697235281048,7.893204517797427,7.492569150745747,7.74558485814899,8.950726158812339,7.225696910753949,7.722678907715736,7.092629309920692,6.822912224090421,7.032073877265784
TCGA-THCA-051,9.634303908914976,9.592538266955863,9.145500024972481,8.962339372906548,9.409141246350416,8.95907961841567,8.884351815199443,7.16565831032572,8.515299717607238,8.115862885778501,7.294927457302006,7.069561793207889,8.138275023916613,6.012530582671954,7.536393181064602,7.946669138569364,8.985317949249565,7.11458722312522,7.759566883482013,6.056909765950108,5.586435036549581,8.17581950062536,7.495551765081544,8.442810151838739,6.401277688824201,7.915921711623002,8.995054272435082,7.835764486685813,7.721265204472839,7.50684486465948,6.24329483429927,8.584458348568278,7.011313888155947,7.903586605106414,6.249572554742997,6.556432268393776,7.168506946928174,5.612966979577904,6.5346610011710515,6.39098049862215,4.178667468643557,6.421723611480855,7.0280861457955135,8.058951050813635,7.520168694032066,6.265505417645704,7.631435812296456,9.25697851372224,7.8943891668115675,7.45398579759563,8.360274721565519,7.668534772162489,7.667627384210236,6.626699862272718,7.6870784206316785,8.328354733133557,6.8311502783199805,8.639596656997558,7.426635180683899,6.789784390769167,8.298105661536196,7.270564611409385,8.107611909988886,7.26659309419317,7.452139085176077,7.894848163467433,7.732717646072005,5.9035745756386095
TCGA-THCA-052,9.252189886172118,9.326141813013038,9.835999833168573,10.50648723668047,11.320822050156085,10.322450898500565,10.202607774462681,9.495862724274632,8.466456452920376,8.920919306350292,8.465286523891132,6.278265714728282,6.655928505458644,7.6010141889872544,6.7122761721221895,6.86598124230783,7.161121134617458,6.407506076647881,6.7207025230269055,8.062742333429847,6.454104174215229,6.22170229240413,6.995980016372885,8.085564402007877,7.342462553602489,7.128335137507506,7.535487038012485,6.103434053712278,7.895764523020026,7.806748025122915,7.172553220723423,8.304739609437133,6.598003120837569,8.402327194602854,7.623594932476201,7.230757928097462,5.901120862051997,5.555543992103603,7.155215034717693,4.5092748962834595,5.547673888878337,6.8193202096559435,7.023572051852913,8.220426461865273,8.859548786406968,7.178563978446693,8.045089861260244,6.577046174928113,8.103786638454247,7.659539188789414,7.878430625728172,6.983542342371684,6.171133267546262,7.902601651799603,5.849277478016436,7.246119606205972,8.252945493135975,7.6535181886984285,9.05867411583185,8.320087322065419,6.976881289339539,7.521850703881151,7.462103437964451,6.234258589323098,6.747680866812518,7.051391274416112,5.871023597715251,7.537994774601314
TCGA-THCA-053,10.048732661511153,10.042344308055304,8.435923292436849,9.813238077503565,8.44783525487136,10.219847205687682,10.571500886318201,10.356920053900456,6.634296160061654,10.752978087437834,7.736223952496695,6.8788006876056,7.625702335192753,7.640951858002154,6.966521026438749,7.65833333387366,7.014022169903754,7.176510405847981,6.950976691395932,6.3538629682082775,7.616669176172307,7.96823954921307,7.911906876861098,8.155940202108187,7.759472168011895,7.073819601426477,8.17173109154495,6.413985968126452,6.779462893990016,6.728639942861404,8.364044847311447,8.25423081131206,7.889844189635996,8.357543892169438,6.79657377407041,7.778876095888784,6.163339433140508,6.647539596785167,5.763597240027846,5.24303256703814,6.581216458959213,6.85020708324575,6.965323844122558,7.451139462918099,6.653247493086678,5.501551186005648,7.660367705130983,7.987124285003706,7.70965344726938,5.940350625796507,7.219320455938821,5.725321791959135,8.595760886123347,6.6311563343055315,8.504322887567916,8.256695714947316,6.779527717971151,6.593772038985804,7.780296173109071,6.824540770253543,7.581987713726566,7.113737927354466,6.075073268427493,5.715625584700433,7.681347398795678,7.0507538029355,7.0575281464686945,8.056691071275027
TCGA-THCA-054,10.675884928628625,10.774428053209366,11.262321267817349,11.26851492208214,9.664370791900147,9.505643850457725,7.564855925524956,10.411571643623489,10.42432405762115,10.70399881133998,8.174484265858592,8.430270862027989,7.035986933877052,6.574867346604915,8.180063465934042,7.834144601791521,7.585955499472714,7.809897184506392,7.758548385966565,8.52705348788285,8.535988467853565,7.935376281872277,8.176642298050343,7.91125004193982,7.131064214372305,8.105251739930512,6.384403944912591,8.343113241836706,6.544381648187172,7.728642629435786,6.823876833259073,7.942711186459541,7.472859819257673,6.2241952334693345,7.836559704814783,7.037663378533831,6.654512774490936,5.7174970906040805,6.166087311009168,5.497486976390448,5.3057965407803245,5.824365353741921,8.185361984194044,8.841901670244392,6.8558625986056985,8.361478515726144,5.764258065819439,6.5446484791261685,6.73297723505058,6.417993048447422,6.233129288169936,7.830399129710238,7.328745841817711,7.803524318084087,8.05237814889721,7.712493594538027,8.0262105409203,7.444374171006184,6.550405289355404,8.346251344656636,7.028710293775099,6.7515229609900596,7.357665699356481,6.76975126456279,7.166055694408454,7.775243137250773,7.778673391396902,6.781735946859497
TCGA-THCA-055,9.627275698457062,9.630481907247102,9.652324645886601,10.857621647570571,9.511021801654548,11.136709722408678,8.077050401522872,8.011902187318046,10.517142014854338,9.711264212809901,7.419619423542636,7.4540874375987665,7.828440068262093,7.315144418033856,8.614545006347925,8.171479291385282,8.198259480804508,6.727074621303666,7.436489260475438,7.259627241023437,6.695518899448428,7.788131347156614,7.069883393776147,8.024323063880189,6.643846749684535,8.875232490273458,6.782933873126351,7.675441869760349,8.133487448310454,7.043487655839909,8.18197491474636,6.516653121759667,8.661694159346048,7.5113194119726066,7.022870873624896,7.260654582058052,6.630376233560826,5.6253306807160675,5.0567055759577535,6.674022654352223,5.063413412481799,7.488180753602762,7.046884327028222,8.165293428944324,7.667576066918218,6.712372759614426,7.495236232629816,8.127202223448599,7.349390931930955,8.454490356680822,8.317212314225491,8.235131883726664,7.132274582181602,6.63612604177481,7.009129915709765,7.656992752533377,7.936629370825885,5.762742876191642,7.4935094387106,7.626471380258548,7.277964594947559,8.533019071212703,7.837424059400696,8.548153526464718,7.327231583719814,8.24998199400554,8.808053115622016,8.54935475941813
TCGA-THCA-056,8.915288758841772,11.139526316778246,9.248778920967137,10.738982805618878,10.76065535311461,11.27266436386131,8.870812622401406,8.814527042511132,10.631934660439512,10.476542128128372,6.264050122658593,7.068555988429384,7.809106123078449,8.17021137723727,6.956615477445636,5.1685952081464475,7.918578548589626,6.5237434480448195,5.886128961502071,5.234139260012688,8.151184688158192,7.602893960323973,7.319474895430199,8.611219490370209,8.009859746418458,8.793040034177533,6.385811622266402,7.472359500836829,6.206629300041588,7.316494134515626,7.301107316986658,8.001290909810457,7.536451104913518,7.9987257106239325,8.062752106511116,9.223942941906515,5.70986841592614,5.38792109573002,6.494726692578791,5.7917375576120325,6.985687713136173,5.6000320117519475,7.047538905700808,7.122947423079106,8.074733938777312,7.373802413414812,6.986666543895694,8.832281534098826,6.8150641274706,7.528452859226395,8.021844921288185,6.194931911666341,7.88420840112474,6.655913859615641,8.158226224667201,6.729879190464819,8.054215225479089,8.38466645303577,8.189149220506245,7.701053318590482,7.31495924565624,7.038864338932125,8.676827752653683,6.940403823865886,6.670347141144003,8.032295148026265,6.863090557450803,6.739949202027098
TCGA-THCA-057,10.784684676172425,9.906763061767368,9.965389997598189,10.004020117490406,10.752098972830918,10.5702313079999,8.465684128835129,8.385672339256208,9.967250824119787,9.931360045754527,7.565022737644959,7.469685534626535,9.410697594296352,8.447405316156939,8.078261515988409,7.589439326562711,8.305725760477335,7.914395821113161,7.520963802219229,7.257148539787268,7.4352661298698495,4.963659411297556,7.668480671438114,7.1092191359117125,8.774135998626306,7.515475256649403,6.5488292643720305,7.460095876697506,6.663103131949996,7.8787259325699734,7.732757891471588,8.266271704886615,6.867294566644348,7.527206476982517,6.407982563658692,8.061195825539771,6.922298432634033,6.690193880582038,5.174729901969583,6.423501496877173,7.064183593734013,5.967122542576904,7.6109161469680675,6.631098960654872,6.805391230721334,7.578250634474646,8.383146837361526,7.294975340598742,7.311266776550301,7.1744918043965,7.072194663324542,7.735977164567057,6.302193883857084,8.524751661333383,6.967662161496431,8.077522788350514,6.4840011220849,8.035072104436974,8.037555686251597,7.807361657604718,6.704457182560166,7.699638551678461,6.553555052212489,7.2977893959230515,8.32353048076426,8.137361541656594,7.512146354032346,6.7201547392617265
TCGA-THCA-058,8.763131003211676,10.338199950799085,9.852861364003306,9.609334532381828,9.670389609592435,9.798358621459238,9.036399389147206,7.813517083470618,9.851012107907039,7.098168807128868,5.85971403417264,8.091344395761254,7.905616217708285,7.454083707940772,6.383641196195942,6.933671247460739,7.289802601850797,6.223284825140709,6.908777073581414,8.021864270541343,8.641844291431372,7.1644521978731595,8.105190683452879,5.968751943530026,8.027560992890889,6.856841268218015,7.745876493366376,7.301798065408232,8.556331207827068,6.800451481328065,8.002085038049465,7.276394029362773,7.373355617592269,7.352916885472633,6.823461516404709,7.488720827274663,5.89260646505943,6.203891381138085,6.023523527038284,6.795035110695786,5.815748781783744,4.751466572483665,8.195018000472617,6.550930858312117,7.970284710510188,7.995791027762295,5.970946486669996,7.574383397223528,7.125203109311747,6.8929877936517,8.580681864559205,6.977056687490065,6.85489845670556,7.560555952004075,8.048471797038733,7.3866811311918985,8.433096436535402,7.924780529571272,5.757430944214856,7.0764264291943935,7.050526320518641,7.8834887627435375,5.400146354900711,9.539207766974178,7.924820875915368,7.619101443134153,8.445254173135318,9.3749232422501
TCGA-THCA-059,9.29799720666431,10.083480543119896,9.555011370909192,8.824330268149161,9.80201087766127,10.86580426255869,8.585010229957858,9.606955515765048,10.102189456135427,10.816382831214813,6.818090587140717,7.880292488553608,8.00596337331384,7.120657459916828,6.8825824340857,8.787616532620778,7.681996700585643,8.008774200569391,6.842339190537658,6.524572426782245,7.044440180406312,7.400782890088002,6.648623994546121,7.492124153079693,6.1491958495452,6.603962062024102,8.0367289986215,7.983032416222315,7.186498587690507,6.685788552738438,6.678077158779191,7.201385403246949,8.015614793316233,8.24259655307546,7.102774611614425,6.577206059212173,6.142213157109199,4.965232176068847,5.348421972256782,6.7693501646237575,6.563635722669483,6.543169068864459,6.482464799109822,7.669117253976527,8.35012583263002,7.199493067387571,8.580891271989373,8.534196231614565,8.83098626571478,7.744194501225082,7.96991335984481,8.631349830664872,7.857915149655181,7.09901271376783,7.141165730777711,7.690843963018992,6.467550862443025,7.385392867708646,8.377237694584203,5.746996919067775,8.727585681435611,8.397899374962527,7.132188307335619,7.934712662297447,7.502518181525061,8.483992294750946,8.286146514215954,6.379943421453593
TCGA-THCA-060,4.677132288474429,6.194589426515925,5.179259592867128,5.645223248038326,3.984070734462641,3.3776407039400986,6.87665593595389,7.309047443032654,6.344312280538556,6.7642887551433315,5.3352228952153355,6.469690920439636,8.418528865340388,8.012410019617647,9.409568080232601,8.154798512646416,5.9915512674526505,6.758139984692852,6.735217426604535,6.208097277086109,8.378469627461504,7.115824587226946,7.389604524091988,4.779578991064874,5.802033570782738,7.887079776446287,8.277960166780877,8.301539323232104,8.490170773674745,9.92742326413676,7.919423723513783,8.20603389543912,7.192596918731305,9.392109635273993,4.900643735580974,7.683223014788808,7.869835252254939,9.464540266951262,7.854933291803336,9.447870258077536,10.354058879707178,10.868218390434054,7.808036189402071,6.151934401969491,6.576240317977296,6.546585891616146,5.204356827369985,6.669909808298563,7.732829081821745,5.725767880923205,8.048482651050593,7.487774821084338,6.265766678028962,6.858470362662152,8.598321807641033,7.733547813505866,7.0087836548981475,6.762316683039016,7.07660907045166,6.488236442057697,4.895250494280985,9.04217791053473,7.155324999199402,7.398147265122537,6.942092250123091,6.264883199275412,6.814075519051229,5.400605237805689
TCGA-THCA-061,5.153886043172308,4.234505608510329,4.160466964963683,5.787432759634449,5.323141197693399,5.134694993638166,6.576109957677647,6.694811154519249,8.046911794488139,6.6647559181319735,5.2918245533970225,6.723560695873902,6.841627052030148,7.085247096398001,10.065798234419445,8.892938116894095,7.289183673118726,6.679259367558481,7.8434659215656595,8.802390868733907,5.444626266158758,7.20084509311571,7.100791072644807,7.041287455587439,8.037158898658243,7.334438514848522,9.841256823807264,7.055802408071802,8.086210256353374,7.9999130944627606,7.229390052085782,9.086526128806174,9.324673305852818,6.982993925516169,7.505021088273767,7.084518475815328,7.871004865552548,6.783816157264797,7.949766111734476,7.9298899589830745,11.324430711013642,8.6404142417018,6.65408067095283,7.889153824787806,5.878248897144112,6.233135961995448,7.068072269248621,8.02876899142348,7.501685045168788,7.248325142515882,7.078117735236017,7.400235855526775,7.201652905129254,5.970027725223064,7.046079221633152,5.926311341082247,7.081082542900823,6.519352058511759,9.539381622782862,6.960105616248288,5.595760433738411,6.8658197893230755,7.519358745637888,8.673363946152524,6.410547600061282,5.4175720259763605,7.816837011430981,5.619401294100349
TCGA-THCA-062,8.312489443759086,4.862199319805712,5.810183283886946,4.670692507316348,4.1517469854035145,4.585328609080396,7.137352479407036,9.918173555060093,6.815854184316798,5.869821270515317,6.070547655310101,4.347772282440299,7.20248089145514,6.673521494493281,10.365465406456268,9.481692468199423,6.496430381092282,7.936959457472641,6.9694831286631,8.539766396356196,7.309894779380635,5.726414451403401,6.5853730994281365,6.004826040100762,7.54968318629026,8.801430099266488,6.361438965146138,6.4473306288629635,8.13688552549218,8.404520582253648,8.213337452605844,7.313750675437715,6.799360701174568,7.367510410540602,8.040430892644839,5.044951229681717,9.871996185872032,8.375125506886485,8.8035697985244,10.83911825349515,8.86728844090895,8.897510483011159,7.556022096842291,6.408715211198105,5.1534269521955824,6.571345473083467,8.02944055592704,6.663104873214861,6.153565698541021,7.925672209502721,6.669225103976947,6.489839186349783,7.1494560896633095,7.770750209618788,9.381713531732546,7.8272361076574235,8.159839966388343,6.494033801012145,5.974131894030524,7.062331349619123,7.107169915259596,5.921487258635403,6.824705470095987,7.399317601719131,7.36039339501808,7.504287853384272,7.290964730137443,6.492991340729944
TCGA-THCA-063,3.399113882954387,6.214221748028409,5.824692723855243,4.53880854382861,5.220305050314486,4.924340018174196,5.517015568017582,6.182317603394866,5.866169643193646,6.587520988112063,5.071067127299004,5.071753355671474,9.581909140745058,7.948494791999515,7.588657640986092,8.656198168770633,7.417465089821295,9.661229826791324,7.493035429967607,8.692910721506404,6.452094695793065,5.664137595831386,7.7241365593144975,8.290758424122428,9.587908973530684,5.800274734909786,8.560045087035883,7.898519644201656,8.361824512378293,6.700636206829911,6.056469332294102,6.999589978256633,7.0789640456680845,6.358918733461644,7.65905434391342,8.026894618257915,9.753279904661923,11.334774243217144,8.952782140697273,7.484326181569127,10.05585604715041,7.913927210331277,7.91041849968557,8.573734216555106,7.456688010730399,5.50384118683535,6.081787833490209,8.322744466885135,6.830877314357184,7.079573534942166,7.758824416163609,7.696322862080324,7.2787998123854605,6.791331628779534,6.687331554267643,7.857898825291343,7.553569531067794,6.742699999382211,8.082112312993141,6.870965884870216,6.148337825665607,6.241029301096655,6.0212591636902335,6.727589983396313,8.233724278336194,6.1949048189694915,7.188475761018103,6.343310654372587
